/* DATA DESCRIPTION:
Citation:	Meyerjürgens, Jens; Badewien, Thomas H; Zielinski, Oliver; Braun, Axel; Butter, Michael (2019): Track of GPS-Drifter HE498/10-3 (North_Sea_Drifter5) in the German Bight, Southern North Sea. Institute for Chemistry and Biology of the Marine Environment, Carl-von-Ossietzky University of Oldenburg, Germany, PANGAEA, https://doi.org/10.1594/PANGAEA.897993
Abstract:	Drifter position data from drifter deployments in March and October 2017 im the German Bight. The drifters were deployed from RV Heincke and RV Senckenberg. The drifter position was send every 10 minutes via the Globalstar satellite transmission service. The drifters were 0.5 m in height with a subsurface drogue which is directly to the housing. The drag area ration of the deployed configuration is R=25.6.
Keyword(s):	Drifters; German Bight; North Sea
Coverage:	MEDIAN LATITUDE: 54.310984 * MEDIAN LONGITUDE: 8.238230 * SOUTH-BOUND LATITUDE: 54.005990 * WEST-BOUND LONGITUDE: 7.653670 * NORTH-BOUND LATITUDE: 54.669420 * EAST-BOUND LONGITUDE: 8.680490
	DATE/TIME START: 2017-10-08T09:29:51 * DATE/TIME END: 2017-10-23T07:53:40
	MINIMUM ELEVATION: -33.0 m * MAXIMUM ELEVATION: -33.0 m
Event(s):	HE498/10-3 * LATITUDE: 54.027800 * LONGITUDE: 7.745680 * DATE/TIME: 2017-10-08T09:29:00 * ELEVATION: -33.0 m * LOCATION: North Sea * CAMPAIGN: HE498 * BASIS: Heincke (URI: http://www.awi.de/en/expedition/ships/research-vessel-heincke.html) * DEVICE: Drifter (DRIFT)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * COMMENT: UTC
	LATITUDE (Latitude) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * METHOD: GPS receiver mounted on ICBM-Drifter (URI: hdl:10013/epic.50618.d001)
	LONGITUDE (Longitude) * GEOCODE * PI: Meyerjürgens, Jens (https://orcid.org/0000-0002-7990-9545, jens.meyerjuergens@uni-oldenburg.de) * METHOD: GPS receiver mounted on ICBM-Drifter (URI: hdl:10013/epic.50618.d001)
2017-10-19T09:17	54.37854	8.51434
2017-10-19T09:26	54.38074	8.51779
2017-10-19T09:33	54.38257	8.52003
2017-10-19T09:43	54.38535	8.52359
2017-10-19T09:53	54.38876	8.52762
2017-10-19T10:03	54.39198	8.53037
2017-10-19T10:13	54.39486	8.53209
2017-10-19T10:26	54.39930	8.53494
2017-10-19T10:35	54.40198	8.53762
2017-10-19T10:43	54.40419	8.54002
2017-10-19T10:53	54.40728	8.54336
2017-10-19T11:02	54.41041	8.54663
2017-10-19T11:12	54.41337	8.54958
2017-10-19T11:22	54.41603	8.55214
2017-10-19T11:36	54.41947	8.55593
2017-10-19T12:02	54.42445	8.55894
2017-10-19T12:12	54.42599	8.55911
2017-10-19T12:22	54.42728	8.55902
2017-10-19T12:42	54.42801	8.55593
2017-10-19T12:52	54.42741	8.55361
2017-10-19T13:02	54.42659	8.55214
2017-10-19T13:12	54.42479	8.54921
2017-10-19T13:54	54.41296	8.52515
2017-10-19T14:02	54.40953	8.51707
2017-10-19T14:13	54.40570	8.50601
2017-10-19T14:22	54.40327	8.49560
2017-10-19T14:42	54.40035	8.46956
2017-10-19T14:53	54.39899	8.45795
2017-10-19T15:03	54.39753	8.44661
2017-10-19T15:12	54.39610	8.43643
2017-10-19T15:22	54.39529	8.42681
2017-10-19T15:32	54.39613	8.41859
2017-10-19T15:42	54.39682	8.41258
2017-10-19T15:52	54.39721	8.40709
2017-10-19T16:22	54.39702	8.39053
2017-10-19T16:34	54.39644	8.38521
2017-10-19T16:44	54.39571	8.37963
2017-10-19T16:53	54.39526	8.37598
2017-10-19T17:03	54.39462	8.37100
2017-10-19T18:11	54.38945	8.35581
2017-10-19T18:21	54.38829	8.35624
2017-10-19T18:31	54.38778	8.35684
2017-10-19T18:41	54.38687	8.35859
2017-10-19T19:14	54.38328	8.37041
2017-10-19T19:21	54.38244	8.37373
2017-10-19T19:31	54.38098	8.37982
2017-10-19T19:41	54.37926	8.38763
2017-10-19T19:50	54.37795	8.39620
2017-10-19T20:00	54.37778	8.40375
2017-10-19T20:10	54.37802	8.41117
2017-10-19T20:23	54.37859	8.42034
2017-10-19T20:30	54.37913	8.42533
2017-10-19T20:40	54.38006	8.43207
2017-10-19T21:00	54.38254	8.44463
2017-10-19T21:10	54.38417	8.45021
2017-10-19T21:20	54.38580	8.45510
2017-10-19T22:00	54.39239	8.47381
2017-10-19T22:30	54.39471	8.48950
2017-10-19T22:40	54.39526	8.49468
2017-10-19T22:50	54.39554	8.49741
2017-10-19T23:00	54.39595	8.50052
2017-10-19T23:40	54.40047	8.51026
2017-10-20T00:49	54.40769	8.51760
2017-10-20T00:59	54.40765	8.51584
2017-10-20T01:09	54.40739	8.51287
2017-10-20T01:29	54.40437	8.50101
2017-10-20T01:39	54.40243	8.48948
2017-10-20T01:49	54.39874	8.48260
2017-10-20T01:59	54.39968	8.46982
2017-10-20T02:10	54.39960	8.45726
2017-10-20T02:20	54.40123	8.44396
2017-10-20T02:29	54.40304	8.43577
2017-10-20T02:39	54.40442	8.42727
2017-10-20T02:49	54.40541	8.41709
2017-10-20T02:59	54.40575	8.41280
2017-10-20T03:49	54.40639	8.38147
2017-10-20T04:21	54.40586	8.36286
2017-10-20T04:29	54.40576	8.35882
2017-10-20T04:39	54.40576	8.35393
2017-10-20T04:49	54.40572	8.34869
2017-10-20T05:28	54.40566	8.33366
2017-10-20T05:38	54.40575	8.33169
2017-10-20T05:48	54.40590	8.32891
2017-10-20T05:58	54.40590	8.32658
2017-10-20T06:28	54.40489	8.32400
2017-10-20T06:38	54.40455	8.32487
2017-10-20T06:48	54.40434	8.32607
2017-10-20T07:17	54.40330	8.33522
2017-10-20T07:57	54.40295	8.35811
2017-10-20T08:07	54.40351	8.36755
2017-10-20T08:17	54.40385	8.37193
2017-10-20T08:27	54.40477	8.38116
2017-10-20T08:37	54.40537	8.38692
2017-10-20T08:47	54.40619	8.39422
2017-10-20T08:59	54.40746	8.40267
2017-10-20T09:07	54.40839	8.40790
2017-10-20T09:17	54.40942	8.41383
2017-10-20T09:27	54.41079	8.41915
2017-10-20T09:57	54.41484	8.43274
2017-10-20T10:10	54.41654	8.43779
2017-10-20T10:37	54.41946	8.44609
2017-10-20T10:47	54.42035	8.44862
2017-10-20T10:57	54.42130	8.45115
2017-10-20T11:06	54.42215	8.45351
2017-10-20T11:26	54.42412	8.45776
2017-10-20T11:36	54.42476	8.45853
2017-10-20T11:46	54.42566	8.45930
2017-10-20T11:56	54.42659	8.45956
2017-10-20T12:06	54.42770	8.45902
2017-10-20T12:16	54.42903	8.45799
2017-10-20T12:30	54.43138	8.45559
2017-10-20T12:36	54.43334	8.45363
2017-10-20T12:46	54.43505	8.45218
2017-10-20T12:56	54.43789	8.45020
2017-10-20T13:06	54.44089	8.44870
2017-10-20T13:27	54.44615	8.44665
2017-10-20T13:37	54.44838	8.44571
2017-10-20T13:47	54.44980	8.44520
2017-10-20T13:56	54.45100	8.44450
2017-10-20T14:06	54.45207	8.44304
2017-10-20T14:16	54.45275	8.44129
2017-10-20T14:26	54.45284	8.43889
2017-10-20T14:38	54.45258	8.43613
2017-10-20T14:48	54.45189	8.43244
2017-10-20T14:56	54.45124	8.42969
2017-10-20T15:16	54.44927	8.42066
2017-10-20T16:00	54.44439	8.39917
2017-10-20T17:36	54.42848	8.35901
2017-10-20T17:55	54.42504	8.35279
2017-10-20T18:16	54.42236	8.34722
2017-10-20T18:28	54.42140	8.34570
2017-10-20T18:36	54.42073	8.34448
2017-10-20T19:35	54.41786	8.35073
2017-10-20T19:46	54.41771	8.35561
2017-10-20T19:56	54.41767	8.35981
2017-10-20T20:06	54.41776	8.36566
2017-10-20T20:15	54.41802	8.37217
2017-10-20T20:25	54.41836	8.37886
2017-10-20T20:38	54.41898	8.38650
2017-10-20T21:15	54.42239	8.40579
2017-10-20T21:25	54.42397	8.41001
2017-10-20T21:35	54.42557	8.41438
2017-10-20T21:55	54.42925	8.42078
2017-10-20T22:28	54.43456	8.42871
2017-10-20T22:38	54.43653	8.43068
2017-10-20T22:48	54.43932	8.43274
2017-10-20T22:55	54.44089	8.43370
2017-10-20T23:45	54.45397	8.43915
2017-10-20T23:56	54.45781	8.44055
2017-10-21T00:06	54.46013	8.44106
2017-10-21T00:15	54.46266	8.44143
2017-10-21T00:25	54.46524	8.44175
2017-10-21T00:35	54.46744	8.44220
2017-10-21T00:55	54.47101	8.44355
2017-10-21T01:25	54.47490	8.44197
2017-10-21T01:35	54.47615	8.43978
2017-10-21T01:45	54.47690	8.43729
2017-10-21T01:55	54.47726	8.43479
2017-10-21T02:34	54.47796	8.41233
2017-10-21T03:04	54.47854	8.39675
2017-10-21T03:18	54.47826	8.39204
2017-10-21T03:28	54.47753	8.38587
2017-10-21T03:35	54.47683	8.38242
2017-10-21T04:04	54.47236	8.36835
2017-10-21T04:36	54.46511	8.34585
2017-10-21T04:44	54.46356	8.34098
2017-10-21T05:45	54.45212	8.30988
2017-10-21T05:55	54.45092	8.30550
2017-10-21T06:05	54.44998	8.30232
2017-10-21T06:14	54.44884	8.29878
2017-10-21T06:24	54.44760	8.29500
2017-10-21T06:45	54.44502	8.28871
2017-10-21T07:33	54.43985	8.28612
2017-10-21T08:03	54.43737	8.29575
2017-10-21T08:13	54.43698	8.29970
2017-10-21T08:23	54.43685	8.30425
2017-10-21T08:45	54.43719	8.31532
2017-10-21T08:53	54.43758	8.32048
2017-10-21T09:05	54.43848	8.32751
2017-10-21T09:23	54.44096	8.33785
2017-10-21T09:33	54.44204	8.34098
2017-10-21T09:43	54.44375	8.34506
2017-10-21T09:53	54.44556	8.34915
2017-10-21T10:37	54.45589	8.36645
2017-10-21T10:53	54.46101	8.37224
2017-10-21T11:13	54.46719	8.37789
2017-10-21T11:23	54.47024	8.38029
2017-10-21T11:33	54.47342	8.38218
2017-10-21T12:13	54.48552	8.38655
2017-10-21T12:23	54.48881	8.38725
2017-10-21T12:33	54.49199	8.38824
2017-10-21T12:42	54.49495	8.38913
2017-10-21T13:32	54.50829	8.38904
2017-10-21T13:42	54.51025	8.38757
2017-10-21T13:52	54.51228	8.38607
2017-10-21T14:04	54.51426	8.38383
2017-10-21T14:22	54.51657	8.37984
2017-10-21T14:42	54.51817	8.37449
2017-10-21T15:02	54.51823	8.36619
2017-10-21T15:12	54.51784	8.36284
2017-10-21T15:22	54.51750	8.35984
2017-10-21T15:52	54.51691	8.34032
2017-10-21T16:12	54.51628	8.32658
2017-10-21T16:45	54.51338	8.30541
2017-10-21T17:01	54.51119	8.29635
2017-10-21T17:11	54.50947	8.29102
2017-10-21T17:21	54.50741	8.28553
2017-10-21T17:35	54.50415	8.27774
2017-10-21T17:41	54.50245	8.27406
2017-10-21T17:51	54.49979	8.26814
2017-10-21T18:01	54.49709	8.26169
2017-10-21T18:45	54.49160	8.23962
2017-10-21T19:05	54.49045	8.23673
2017-10-21T19:31	54.48849	8.23747
2017-10-21T19:41	54.48775	8.23919
2017-10-21T19:53	54.48679	8.24236
2017-10-21T20:05	54.48602	8.24728
2017-10-21T20:21	54.48575	8.25531
2017-10-21T20:31	54.48592	8.26056
2017-10-21T20:41	54.48652	8.26587
2017-10-21T20:55	54.48791	8.27382
2017-10-21T21:01	54.48878	8.27773
2017-10-21T21:11	54.49032	8.28363
2017-10-21T21:21	54.49229	8.28938
2017-10-21T21:31	54.49443	8.29485
2017-10-21T21:41	54.49679	8.30011
2017-10-21T21:51	54.49929	8.30573
2017-10-21T22:03	54.50241	8.31288
2017-10-21T22:41	54.51018	8.33431
2017-10-21T23:13	54.51623	8.34914
2017-10-22T00:10	54.52488	8.36654
2017-10-22T00:20	54.52740	8.36862
2017-10-22T00:30	54.52873	8.36965
2017-10-22T00:40	54.53040	8.37180
2017-10-22T00:50	54.53234	8.37396
2017-10-22T01:00	54.53442	8.37615
2017-10-22T01:10	54.53650	8.37836
2017-10-22T01:20	54.53848	8.38019
2017-10-22T01:30	54.54097	8.38180
2017-10-22T01:40	54.54221	8.38223
2017-10-22T02:10	54.54712	8.38394
2017-10-22T02:20	54.54828	8.38359
2017-10-22T02:30	54.54965	8.38144
2017-10-22T03:39	54.55661	8.35291
2017-10-22T03:49	54.55601	8.34647
2017-10-22T03:59	54.55545	8.34320
2017-10-22T04:09	54.55421	8.33819
2017-10-22T04:19	54.55287	8.33285
2017-10-22T04:42	54.54904	8.31714
2017-10-22T04:52	54.54773	8.31122
2017-10-22T05:02	54.54601	8.29834
2017-10-22T05:12	54.54549	8.28811
2017-10-22T05:19	54.54579	8.27987
2017-10-22T05:29	54.54643	8.26939
2017-10-22T05:39	54.54686	8.25962
2017-10-22T05:59	54.54688	8.24067
2017-10-22T06:12	54.54675	8.23401
2017-10-22T06:19	54.54671	8.23013
2017-10-22T06:38	54.54688	8.22082
2017-10-22T06:48	54.54679	8.21730
2017-10-22T06:58	54.54670	8.21430
2017-10-22T07:08	54.54640	8.21136
2017-10-22T07:18	54.54580	8.20861
2017-10-22T07:28	54.54541	8.20731
2017-10-22T07:38	54.54495	8.20608
2017-10-22T07:48	54.54431	8.20595
2017-10-22T07:58	54.54371	8.20646
2017-10-22T08:08	54.54315	8.20783
2017-10-22T08:18	54.54261	8.20975
2017-10-22T08:48	54.54119	8.21983
2017-10-22T08:58	54.54093	8.22489
2017-10-22T09:08	54.54089	8.22910
2017-10-22T09:18	54.54102	8.23481
2017-10-22T09:40	54.54266	8.24962
2017-10-22T09:48	54.54354	8.25494
2017-10-22T09:58	54.54491	8.26155
2017-10-22T10:18	54.54753	8.27389
2017-10-22T10:30	54.54859	8.27983
2017-10-22T10:38	54.54922	8.28421
2017-10-22T10:59	54.55035	8.29770
2017-10-22T11:08	54.55092	8.30410
2017-10-22T11:19	54.55233	8.31032
2017-10-22T11:28	54.55372	8.31481
2017-10-22T11:38	54.55548	8.31987
2017-10-22T11:51	54.55729	8.32510
2017-10-22T12:01	54.56002	8.33229
2017-10-22T12:11	54.56184	8.33686
2017-10-22T12:47	54.56996	8.35333
2017-10-22T13:07	54.57471	8.36457
2017-10-22T13:17	54.57578	8.36816
2017-10-22T13:27	54.57732	8.37271
2017-10-22T13:37	54.57878	8.37677
2017-10-22T13:47	54.58010	8.38050
2017-10-22T13:57	54.58130	8.38343
2017-10-22T14:07	54.58252	8.38540
2017-10-22T14:21	54.58418	8.38480
2017-10-22T14:27	54.58422	8.38430
2017-10-22T14:37	54.58443	8.38310
2017-10-22T14:57	54.58406	8.37801
2017-10-22T15:07	54.58359	8.37465
2017-10-22T15:17	54.58295	8.37064
2017-10-22T15:29	54.58188	8.36530
2017-10-22T15:37	54.58128	8.36045
2017-10-22T15:47	54.58269	8.35239
2017-10-22T15:57	54.58320	8.34596
2017-10-22T16:07	54.58349	8.33954
2017-10-22T17:07	54.58364	8.30219
2017-10-22T17:17	54.58394	8.29730
2017-10-22T17:27	54.58445	8.29189
2017-10-22T17:50	54.58343	8.28217
2017-10-22T18:00	54.58249	8.27839
2017-10-22T18:10	54.58056	8.27350
2017-10-22T18:20	54.57905	8.27037
2017-10-22T18:30	54.57792	8.26811
2017-10-22T18:37	54.57710	8.26667
2017-10-22T19:00	54.57585	8.26228
2017-10-22T19:16	54.57572	8.25979
2017-10-22T19:26	54.57560	8.25916
2017-10-22T19:36	54.57539	8.25916
2017-10-22T20:46	54.57281	8.28482
2017-10-22T20:59	54.57335	8.29135
2017-10-22T21:09	54.57417	8.29856
2017-10-22T21:19	54.57627	8.30843
2017-10-22T21:26	54.57745	8.31347
2017-10-22T21:36	54.57886	8.32109
2017-10-22T21:46	54.58014	8.32858
2017-10-22T21:56	54.58118	8.33620
2017-10-22T22:06	54.58223	8.34408
2017-10-22T22:16	54.58313	8.35266
2017-10-22T22:27	54.58439	8.36231
2017-10-22T22:59	54.58990	8.38259
2017-10-22T23:09	54.59309	8.38851
2017-10-22T23:19	54.59682	8.39469
2017-10-22T23:55	54.61559	8.41574
2017-10-23T00:06	54.62244	8.42038
2017-10-23T00:16	54.62939	8.42544
2017-10-23T00:25	54.63513	8.43008
2017-10-23T00:35	54.64047	8.43469
2017-10-23T00:45	54.64620	8.44103
2017-10-23T00:55	54.64955	8.44549
2017-10-23T01:05	54.65300	8.45144
2017-10-23T01:15	54.65588	8.45745
2017-10-23T01:25	54.65831	8.46329
2017-10-23T01:35	54.66049	8.46904
2017-10-23T02:15	54.66705	8.49222
2017-10-23T02:25	54.66771	8.49662
2017-10-23T02:35	54.66824	8.49998
2017-10-23T02:45	54.66861	8.50254
2017-10-23T03:14	54.66942	8.50389
2017-10-23T03:24	54.66929	8.50192
2017-10-23T03:34	54.66903	8.49900
2017-10-23T03:44	54.66882	8.49574
2017-10-23T04:04	54.66824	8.48870
2017-10-23T04:14	54.66781	8.48595
2017-10-23T04:24	54.66708	8.48260
2017-10-23T04:34	54.66601	8.47946
2017-10-23T04:44	54.66412	8.47544
2017-10-23T04:54	54.66232	8.47061
2017-10-23T05:05	54.66107	8.46500
2017-10-23T05:14	54.65988	8.46080
2017-10-23T05:24	54.65790	8.45599
2017-10-23T05:34	54.65528	8.45032
2017-10-23T05:44	54.65352	8.44555
2017-10-23T05:54	54.65019	8.44256
2017-10-23T06:04	54.64701	8.43621
2017-10-23T06:14	54.64465	8.43235
2017-10-23T06:24	54.64075	8.42694
2017-10-23T06:34	54.63681	8.42085
2017-10-23T06:44	54.63287	8.41560
2017-10-23T06:54	54.62927	8.41130
2017-10-23T07:04	54.62593	8.40980
2017-10-23T07:14	54.62328	8.41046
2017-10-23T07:44	54.62029	8.40503
2017-10-23T07:53	54.62034	8.40466
